"","age","workclass","fnlwgt","education","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","salary"
"13648",44,"Self-emp-not-inc",195486,"HS-grad",9,"Married-civ-spouse","Sales","Husband","Black","Male",0,0,70,"Jamaica","<=50K"
"13649",40,"Private",114580,"HS-grad",9,"Divorced","Craft-repair","Other-relative","White","Female",0,0,40,"Vietnam","<=50K"
"13651",45,"Private",240554,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"13652",55,"Private",199067,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,42,"United-States",">50K"
"13653",51,"Private",144084,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Female",0,0,40,"United-States","<=50K"
"13655",49,"Local-gov",59612,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"13656",49,"State-gov",391585,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,40,"United-States",">50K"
"13657",30,"Local-gov",101345,"HS-grad",9,"Separated","Other-service","Unmarried","White","Female",0,0,26,"United-States","<=50K"
"13660",42,"Local-gov",143046,"HS-grad",9,"Widowed","Transport-moving","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"13661",46,"Private",326857,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,2415,65,"United-States",">50K"
"13662",43,"Private",203642,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States",">50K"
"13663",62,"Private",88579,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
"13666",30,"Private",143392,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","<=50K"
"13667",37,"Private",365465,"HS-grad",9,"Separated","Craft-repair","Unmarried","White","Male",0,0,70,"Philippines","<=50K"
"13668",22,"State-gov",264710,"Bachelors",13,"Never-married","Tech-support","Own-child","White","Female",0,0,40,"United-States","<=50K"
"13670",42,"Private",154374,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States",">50K"
"13671",43,"State-gov",242521,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"13673",25,"Private",209230,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,6,"United-States","<=50K"
"13675",45,"Federal-gov",60267,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
"13677",24,"Private",137876,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,50,"United-States","<=50K"
"13679",27,"Local-gov",138917,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
"13681",57,"Private",31532,"Bachelors",13,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
"13682",37,"Self-emp-not-inc",30973,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
"13684",32,"Private",295282,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States","<=50K"
"13686",24,"Private",246207,"Bachelors",13,"Never-married","Machine-op-inspct","Own-child","Black","Female",0,0,40,"United-States","<=50K"
"13687",50,"Private",130780,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",0,0,40,"United-States","<=50K"
"13689",42,"Private",175526,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"13690",40,"Private",207025,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",6849,0,38,"United-States","<=50K"
"13691",39,"Federal-gov",82622,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
"13692",51,"Private",199688,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,60,"?",">50K"
"13693",38,"State-gov",318886,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","Black","Male",0,0,52,"United-States","<=50K"
"13694",18,"Private",256005,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","<=50K"
"13696",50,"Private",205803,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",15024,0,40,"United-States",">50K"
"13697",82,"Self-emp-not-inc",240491,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Cuba","<=50K"
"13698",33,"Private",154120,"HS-grad",9,"Divorced","Handlers-cleaners","Own-child","White","Male",0,0,45,"United-States","<=50K"
"13700",24,"Private",333505,"HS-grad",9,"Married-spouse-absent","Transport-moving","Own-child","White","Male",0,0,40,"Peru","<=50K"
"13701",31,"Private",168521,"Bachelors",13,"Never-married","Exec-managerial","Unmarried","White","Female",0,0,50,"United-States","<=50K"
"13702",59,"Private",193568,"HS-grad",9,"Divorced","Machine-op-inspct","Own-child","White","Female",0,0,40,"United-States","<=50K"
"13706",27,"Private",167031,"Bachelors",13,"Never-married","Prof-specialty","Unmarried","Other","Female",0,0,33,"United-States","<=50K"
"13710",60,"Private",33266,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","<=50K"
"13711",39,"Private",154410,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
"13713",18,"Private",27780,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,25,"United-States","<=50K"
"13716",20,"Private",314422,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,30,"United-States","<=50K"
"13717",29,"Local-gov",273771,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
"13718",30,"Private",175083,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,52,"United-States","<=50K"
"13721",51,"Private",74275,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"13722",31,"Private",122609,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"13723",45,"Private",225456,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,40,"United-States",">50K"
"13725",29,"Private",196971,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,72,"United-States","<=50K"
"13726",20,"Private",105312,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
"13728",44,"Private",171615,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United-States","<=50K"
"13729",39,"Private",388023,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
"13730",39,"Private",181553,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,55,"United-States","<=50K"
"13731",45,"Private",170850,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,44,"United-States",">50K"
"13734",48,"Local-gov",493862,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",7298,0,38,"United-States",">50K"
"13735",27,"Private",220754,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,70,"United-States","<=50K"
"13736",34,"Self-emp-not-inc",209768,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
"13737",35,"Private",93225,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"13738",28,"Federal-gov",341709,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"13744",32,"Private",193231,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"13748",38,"Private",154568,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,40,"?","<=50K"
"13749",36,"Private",192939,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,60,"United-States",">50K"
"13750",43,"Private",138184,"HS-grad",9,"Divorced","Other-service","Not-in-family","Black","Female",0,1762,35,"United-States","<=50K"
"13751",45,"Private",238567,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"England",">50K"
"13752",30,"Private",208068,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Other","Male",0,0,40,"Mexico","<=50K"
"13753",46,"Private",181810,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Black","Male",4064,0,40,"United-States","<=50K"
"13757",27,"Private",263552,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"13759",31,"Self-emp-inc",344275,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,44,"United-States","<=50K"
"13762",36,"Private",185203,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"13763",58,"Private",123436,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,50,"United-States",">50K"
"13764",51,"Self-emp-not-inc",136322,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,1579,40,"United-States","<=50K"
"13765",22,"Private",187052,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
"13769",37,"Federal-gov",81853,"HS-grad",9,"Divorced","Prof-specialty","Unmarried","Asian-Pac-Islander","Female",0,0,40,"?","<=50K"
"13770",30,"Self-emp-inc",153549,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
"13772",20,"Private",198148,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
"13773",65,"Private",469602,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,15,"United-States","<=50K"
"13775",37,"Private",295949,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"13777",64,"Local-gov",182866,"HS-grad",9,"Widowed","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"13778",61,"Self-emp-not-inc",111563,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,20,"United-States",">50K"
"13779",38,"Private",34173,"Bachelors",13,"Never-married","Sales","Unmarried","White","Female",0,0,45,"United-States","<=50K"
"13780",27,"Private",183627,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,50,"United-States",">50K"
"13781",24,"Private",197757,"Bachelors",13,"Never-married","Prof-specialty","Own-child","Asian-Pac-Islander","Female",0,0,40,"Philippines","<=50K"
"13782",39,"Private",98941,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States",">50K"
"13783",44,"Private",205474,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
"13786",66,"Private",244661,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","Asian-Pac-Islander","Male",0,0,40,"Philippines","<=50K"
"13788",43,"State-gov",270721,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States",">50K"
"13789",57,"State-gov",32694,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"13791",59,"Private",169982,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,2002,50,"United-States","<=50K"
"13792",52,"Self-emp-not-inc",217210,"HS-grad",9,"Widowed","Other-service","Other-relative","Black","Female",0,0,40,"United-States","<=50K"
"13795",37,"Federal-gov",125933,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
"13797",39,"Federal-gov",432555,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,1628,40,"United-States","<=50K"
"13798",30,"Private",54929,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States","<=50K"
"13800",22,"Private",256504,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
"13801",40,"Private",162098,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,30,"United-States","<=50K"
"13802",39,"Self-emp-not-inc",103110,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","<=50K"
"13804",63,"Private",176696,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
"13806",34,"Self-emp-inc",242984,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"13810",42,"Self-emp-not-inc",195897,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"13811",41,"Private",112181,"Bachelors",13,"Married-civ-spouse","Sales","Wife","White","Female",0,0,12,"United-States",">50K"
"13812",56,"Local-gov",391926,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
"13814",31,"Private",43819,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",7688,0,43,"United-States",">50K"
"13817",36,"Local-gov",101833,"Bachelors",13,"Separated","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"13819",52,"Private",99602,"HS-grad",9,"Separated","Craft-repair","Own-child","Black","Female",0,0,40,"United-States","<=50K"
"13820",28,"Private",213276,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","<=50K"
"13821",59,"Private",424468,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"?","<=50K"
"13825",53,"Private",87158,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,"United-States","<=50K"
"13827",26,"Private",56929,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","Black","Male",0,0,50,"?","<=50K"
"13828",34,"Private",25322,"Bachelors",13,"Married-spouse-absent","Machine-op-inspct","Not-in-family","Asian-Pac-Islander","Male",0,2339,40,"?","<=50K"
"13830",34,"Private",150154,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
"13831",58,"Private",142076,"HS-grad",9,"Divorced","Tech-support","Not-in-family","White","Male",4787,0,39,"United-States",">50K"
"13832",30,"State-gov",112139,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","<=50K"
"13833",53,"Private",149217,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Puerto-Rico","<=50K"
"13837",36,"Private",189404,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1977,35,"United-States",">50K"
"13838",33,"Federal-gov",428271,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,35,"United-States","<=50K"
"13840",47,"Private",168211,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,44,"United-States","<=50K"
"13844",45,"?",112453,"HS-grad",9,"Separated","?","Not-in-family","Asian-Pac-Islander","Male",0,0,4,"United-States","<=50K"
"13845",24,"Private",346909,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,44,"Mexico","<=50K"
"13846",65,"?",105017,"Bachelors",13,"Married-civ-spouse","?","Husband","White","Male",0,0,40,"United-States","<=50K"
"13847",45,"Private",317360,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,50,"United-States","<=50K"
"13848",23,"Private",189017,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,55,"United-States","<=50K"
"13849",54,"Private",138179,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"13852",50,"Private",185846,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
"13855",42,"Private",117319,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1672,40,"United-States","<=50K"
"13859",37,"Private",51264,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,99,"France",">50K"
"13860",37,"Self-emp-not-inc",410919,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,35,"United-States","<=50K"
"13862",29,"Self-emp-not-inc",183151,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,48,"United-States","<=50K"
"13863",45,"Private",209912,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,40,"India",">50K"
